121.442313,31.198645
121.461158,31.278218
121.4231,31.224379
121.541405,31.294724
121.45712,31.180882
121.414542,31.241925
121.489409,31.17767
121.524639,31.269051
121.459703,31.215876
121.50263,31.31323
121.431832,31.147244
121.46805,31.329104
121.446206,31.235899
121.464087,31.233979
121.457074,31.341772
121.490035,31.261738
121.162298,31.296505
121.479195,31.259998
121.453901,31.229402
121.407492,31.205103
121.428733,31.168359
121.407439,31.26863
121.497788,31.349585
121.487259,31.277219
121.398027,31.278096
121.520633,31.308746
121.418656,31.311591
121.430438,31.180275
121.524111,31.279099
121.481686,31.221998
121.484485,31.295743
121.387171,31.318993
121.491735,31.241476
121.593445,31.353883
121.471164,31.201416
121.480378,31.239972
121.454094,31.26522
121.517883,31.341701
121.521191,31.303805
121.451891,31.258675
121.616923,31.272555
121.560004,31.180559
121.502629,31.269005
121.473908,31.218133
121.480231,31.209688
121.395296,31.326259
121.429439,31.185494
121.463271,31.290959
121.373967,31.189048
121.540892,31.239044
121.435865,31.159439
121.38064,31.222104
121.620889,31.210971
121.462056,31.255923
121.498188,31.231994
121.436218,31.208637
121.404164,31.17622
121.432878,31.109406
121.509099,31.150895
121.505456,31.182038
121.523991,31.192249
121.508824,31.243637
121.579454,31.253375
121.548882,31.333043
121.51328,31.259141
121.523944,31.257681
121.41191,31.208293
121.509144,31.229741
