66,10,5,25,31,95,13,52,100,9
66,10,19,9,29,5,16,13,105,52
66,10,52,9,42,16,19,25,24,65
66,10,9,52,5,16,12,65,42,29
66,10,16,5,52,22,9,92,8,31
66,10,29,16,12,52,110,9,5,8
